animal_type,symptoms,disease_name,disease_category,recommended_medicines,Primary Intervention (First Aid),Secondary Intervention (Medical Therapy)
dog,"progressive weakness, dysphagia, reduced gag reflex, older dog, cranial nerve signs",Idiopathic Laryngeal Paralysis/Polyneuropathy,Neurological,"Tie-back laryngoplasty surgery, Avoid heat stress, No cure for underlying neuropathy, Doxepin trial (some benefit)",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,Surgical intervention (based on clinical assessment). Final selection based on clinical assessment.
dog,"cloudy urine, urinary incontinence, large prostate on rectal exam, intact senior male dog",Benign Prostatic Hyperplasia,Reproductive/Endocrine,"Castration (definitive), Finasteride 0.1mg/kg SID, Osaterone acetate 0.25mg/kg SID x 7 days, Delmadinone acetate",Monitor for signs of weakness or collapse; ensure food intake is consistent; keep a diary of symptoms for the vet.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
dog,"cat bite abscess on nose of dog after fight with cat, swelling, purulent, fever",Dog-Cat Bite Wound Infection,Bacterial,"Amoxicillin-Clavulanate 12.5mg/kg BID, Lance and drain, Chlorhexidine flush, Elizabethan collar, Metronidazole",Apply firm direct pressure with a clean cloth; elevate the limb if possible; do not remove embedded objects.,"Antimicrobial therapy (e.g., Metronidazole); Broad-spectrum antibiotic therapy (e.g., Amoxicillin-Clavulanate). Final selection based on clinical assessment."
dog,"staggering, falling, apparent drunkenness, cannabis ingestion, dilated pupils, hypersensitivity to touch",Cannabis Toxicosis,Toxicological/Neurological,"Supportive care (no antidote), IV fluids, Keep in dark quiet room, Prevent self-injury, Anti-emetics if vomiting, Resolves 12-24hr",Remove the animal from the source; do NOT induce vomiting unless advised by a vet; keep calm and transport to a clinic immediately.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Antiemetic therapy. Final selection based on clinical assessment."
cat,"outdoor cat not eating for 4 days, yellow eyes and gums, palpable abdominal mass, liver tumor suspected",Hepatocellular Carcinoma,Neoplastic/Hepatic,"Surgical resection if single lobe, Chemotherapy (Doxorubicin), Supportive SAMe + Ursodiol, Feeding tube, Poor prognosis if diffuse","Keep the animal calm and comfortable; minimise physical exertion; monitor for pain signs (whimpering, reluctance to move).",Surgical intervention (based on clinical assessment); Chemotherapy protocol (based on oncology assessment). Final selection based on clinical assessment.
cat,"kitten with cleft palate, cannot nurse, milk bubbling from nose, aspiration risk",Cleft Palate (Kitten),Congenital,"Tube feeding bypassing palate, Surgical repair at 8-12 weeks, Antibiotics for aspiration pneumonia prevention, Nutritional support",,
cat,"tail degloving injury after road accident, exposed bone, full thickness skin loss",Tail Degloving,Traumatic/Dermatological,"Tail amputation surgery, IV fluids and pain management (Buprenorphine), Wound lavage, Bandaging pre-surgery, Amoxicillin-Clavulanate",Apply gentle direct pressure to any bleeding wound with a clean cloth; immobilise injured limb; keep warm and still during transport.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Broad-spectrum antibiotic therapy (e.g., Amoxicillin-Clavulanate); Opioid analgesic therapy (e.g., Buprenorphine); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
cat,"hypercalcemia in cat, weakness, vomiting, kidney mineralization, elevated PTHrP, search for malignancy",Hypercalcemia of Malignancy,Neoplastic/Metabolic,"IV saline diuresis, Furosemide 2mg/kg, Bisphosphonates (Pamidronate), Prednisolone, Treat primary tumor","Keep the animal calm and comfortable; minimise physical exertion; monitor for pain signs (whimpering, reluctance to move).","Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Corticosteroid therapy (e.g., Prednisolone); Diuretic therapy (e.g., Furosemide). Final selection based on clinical assessment."
dog,"bilateral hindlimb pain, sacrococcygeal hypoplasia, stumpy tail breed (Manx-type dog or Aussie)",Sacrocaudal Dysgenesis,Neurological/Congenital,"Pain management (Gabapentin, Meloxicam), Bladder expression if needed, Physiotherapy, Surgery limited benefit",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,"NSAID analgesic therapy (e.g., Meloxicam, Carprofen); Neuropathic pain therapy (e.g., Gabapentin); Surgical intervention (based on clinical assessment); Ectoparasitic treatment (e.g., Selamectin, Fipronil). Final selection based on clinical assessment."
dog,"rapidly growing mass in jaw, bone lysis on X-ray, drooling blood, unable to close mouth",Mandibular Osteosarcoma,Neoplastic,"Hemimandibulectomy, Carboplatin chemotherapy, Palliative radiation, Carprofen + Tramadol for pain, Feeding tube","Keep the animal calm and comfortable; minimise physical exertion; monitor for pain signs (whimpering, reluctance to move).","Opioid analgesic therapy (e.g., Buprenorphine); NSAID analgesic therapy (e.g., Meloxicam, Carprofen); Chemotherapy protocol (based on oncology assessment); Radiation therapy (based on oncology assessment). Final selection based on clinical assessment."
cat,"post-renal transplant cat on cyclosporine, rejection signs: rising creatinine, fever",Renal Transplant Rejection,Renal/Immune-mediated,"Increase cyclosporine dose, Add prednisolone pulse, Mycophenolate, Frequent renal monitoring, Specialist nephrology",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Corticosteroid therapy (e.g., Prednisolone). Final selection based on clinical assessment."
dog,"dog drinking from puddles, develops leptospirosis, jaundice, acute kidney injury, fever",Leptospirosis (Urban),Bacterial (Zoonotic),"Penicillin G IV 25,000 IU/kg QID x 14 days then Doxycycline oral, IV fluids, Liver and kidney monitoring, Vaccination prevention",,
dog,"shar-pei with chronic skin infections, fever episodes, joint swelling, familial renal amyloidosis",Shar-Pei Autoinflammatory Disease (SPAID),Immune-mediated/Genetic,"Colchicine 0.03mg/kg SID, Prednisolone for acute episodes, Low-protein diet for renal protection, Skin antibiotics",,
cat,"excessive grooming resulting in bilateral flank alopecia, no skin lesions, rules out dermatosis",Psychogenic Alopecia,Behavioral/Dermatological,"Fluoxetine 1mg/kg SID, Environmental enrichment, Reduce stressors, Feliway, Clomipramine, Rule out pruritic cause first",Prevent licking or scratching with a cone collar; keep the area clean and dry; trim fur around lesions if accessible.,Iron supplementation therapy. Final selection based on clinical assessment.
cat,"cat with suspected myocarditis, elevated cardiac troponin, arrhythmia, no structural disease on echo",Myocarditis (Cat),Cardiac/Inflammatory,"Rest strictly, Atenolol or Sotalol for arrhythmia, Taurine supplementation, Investigate underlying infection (FeLV/FIV/Toxoplasma)",,
dog,"sudden death in young large breed dog, no warning signs, cardiac arrhythmia suspected post-mortem",Sudden Cardiac Death (Young Dog),Cardiac,"Post-mortem Holter if survived episode: Sotalol 1.5mg/kg BID, Mexiletine 5mg/kg TID, Implantable defibrillator referral",,
cat,"blood in urine, bladder wall thickening on ultrasound, no infection, bladder transitional cell carcinoma",Bladder Transitional Cell Carcinoma,Neoplastic,"Piroxicam 0.3mg/kg SID, Mitoxantrone chemotherapy, Surgical resection if focal, Urinary diet, Carboplatin","Keep the animal calm and comfortable; minimise physical exertion; monitor for pain signs (whimpering, reluctance to move).",Surgical intervention (based on clinical assessment); Chemotherapy protocol (based on oncology assessment). Final selection based on clinical assessment.
dog,"red urine immediately after strenuous exercise, no pain, clears after rest, Labrador, hemoglobinuria",Exercise-Induced Hemoglobinuria,Hematological,"Restrict strenuous exercise, Investigate underlying cause (RBC fragility), IV fluids during episodes, Monitor renal function",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate). Final selection based on clinical assessment."
cat,"cat with suspected hyperthyroidism but also early CKD, methimazole trial to assess renal function",Hyperthyroidism with CKD - Methimazole Trial,Endocrine/Renal,"Methimazole 1.25mg BID trial for 4-6 weeks, Monitor creatinine closely, If CKD worsens adjust T4 target higher, Benazepril",Monitor for signs of weakness or collapse; ensure food intake is consistent; keep a diary of symptoms for the vet.,"Cardiovascular therapy (e.g., Pimobendan, Enalapril); Thyroid hormone therapy (e.g., Methimazole). Final selection based on clinical assessment."
dog,"sudden swelling of whole limb, pitting edema, lymphatic obstruction, no trauma, heartworm area",Lymphedema,Lymphatic,"Bandaging/compression wrapping, Rutin 50mg/kg BID, Treat heartworm if positive, Diuretics limited benefit, Massage",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Ectoparasitic treatment (e.g., Selamectin, Fipronil). Final selection based on clinical assessment."
dog,"chronic bloody diarrhea, colonoscopy showing ulceration, biopsy: ulcerative colitis, boxer breed",Granulomatous Colitis (Boxer),GI/Immune-mediated,"Enrofloxacin 5mg/kg SID x 8 weeks (E.coli invasive), Metronidazole, Prednisolone if not responsive, Dietary management",,
cat,"acute hepatic failure, cats comatose, elevated ammonia, hepatic encephalopathy in cat with copper toxicosis",Copper Toxicosis (Cat),Hepatic/Toxicological,"D-Penicillamine, Zinc acetate, SAMe, Lactulose 0.5ml/kg TID for encephalopathy, Low-copper diet, IV fluids",,
dog,"granulomatous skin nodules, systemic illness, dog from endemic region, Blastomyces positive serology",Blastomycosis,Fungal/Systemic,"Itraconazole 5mg/kg BID x 6 months minimum, Amphotericin B if severe CNS involvement, Fluconazole for CNS, Monitor LFTs",Keep affected skin area clean and dry; prevent scratching; wear gloves when handling; wash hands thoroughly after contact.,"Antifungal therapy (e.g., Fluconazole). Final selection based on clinical assessment."
cat,"rectal prolapse in kitten, red tissue protruding from anus, from straining with diarrhea",Rectal Prolapse,GI/Surgical,"Manual reduction with lubrication under sedation, Purse-string suture, Treat underlying diarrhea cause, Lactulose to soften stool",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Laxative/Enema therapy (e.g., Lactulose); Anxiolytic/Sedative therapy (e.g., Trazodone). Final selection based on clinical assessment."
cow,"swollen hot painful udder quarter, watery milk with clots, cow kicking during milking, fever 40.5C, off feed",Mastitis (Acute Clinical),Bacterial/Mammary,"Intramammary Amoxicillin tubes q12hr x 3 days, Meloxicam 0.5mg/kg IV, IV fluids if toxic, Strip affected quarter frequently",,
cow,"all four quarters hard and swollen, cold extremities, complete milk stoppage, toxemic cow, sunken eyes",Peracute Mastitis (Gangrenous),Bacterial/Mammary,"Penicillin G 22,000 IU/kg IM BID, Oxytetracycline IV, Oxytocin 20 IU for milk letdown, IV electrolytes, NSAIDs, Amputation of quarter",,
cow,"high somatic cell count on milk recording, no visible signs, single quarter positive CMT test",Subclinical Mastitis,Bacterial/Mammary,"Intramammary Cloxacillin tube at dry-off, Teat dipping with iodine, Culture and sensitivity, Dry cow therapy",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"chronic hard fibrotic quarter, cold and non-functional, low milk yield from that quarter, no pain",Chronic Mastitis with Fibrosis,Bacterial/Mammary,"Dry cow Amoxicillin tube, Consider culling, Teat dipping, Internal teat sealant at dry-off (Orbeseal)",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Broad-spectrum antibiotic therapy (e.g., Amoxicillin-Clavulanate). Final selection based on clinical assessment."
cow,"sudden drop in milk yield, slightly watery milk, quarter warm, mild fever, Staphylococcus on culture",Mastitis (Staphylococcal),Bacterial/Mammary,"Cloxacillin intramammary 200mg BID x 3 days, Penicillin-Streptomycin systemic, Frequent stripping, CMT test other quarters",,
